qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
10,,,0.236935111,0.21563981,0.256465517,0.23890785,0.200729927,0.265822785,0.282608696,0.227272727,0.147887324,0.203125,0.277108434,0.235294118,0.238207547,0.210526316,0.203703704,0.188679245,0.222580645,0.267676768,0.424242424,0.307692308,0.222666667,0.224242424,0.684210526,0.285714286
10,,Somewhat important,274.3713518,135,140,76,97,101,11,34,49,35,59,62,267,7,21,25,102,122,10,24,232,255,3,13
10,,,0.309674212,0.319905213,0.301724138,0.259385666,0.354014599,0.319620253,0.239130435,0.309090909,0.345070423,0.2734375,0.355421687,0.364705882,0.314858491,0.184210526,0.388888889,0.235849057,0.329032258,0.308080808,0.303030303,0.307692308,0.309333333,0.309090909,0.157894737,0.464285714
10,,Not at all important,249.6606443,139,110,90,80,79,20,26,34,44,41,49,237,13,18,43,98,83,7,21,214,241,2,3
10,,,0.281784023,0.329383886,0.237068966,0.307167235,0.291970803,0.25,0.434782609,0.236363636,0.23943662,0.34375,0.246987952,0.288235294,0.279481132,0.342105263,0.333333333,0.405660377,0.316129032,0.20959596,0.212121212,0.269230769,0.285333333,0.292121212,0.105263158,0.107142857
10,,Don't know,27.99445655,12,16,10,8,10,0,5,8,3,2,4,27,1,2,2,2,19,0,2,26,25,0,0
10,,,0.031596452,0.028436019,0.034482759,0.034129693,0.02919708,0.03164557,0,0.045454545,0.056338028,0.0234375,0.012048193,0.023529412,0.031839623,0.026315789,0.037037037,0.018867925,0.006451613,0.047979798,0,0.025641026,0.034666667,0.03030303,0,0
11,"In deciding how you will vote in the Republican primary, how imporant is election security?",Extremely important,460.0416601,211,249,164,146,149,18,70,82,67,79,83,438,22,17,47,152,233,15,24,408,441,6,11
11,,,0.519234379,0.5,0.536637931,0.559726962,0.530909091,0.471518987,0.391304348,0.648148148,0.577464789,0.527559055,0.475903614,0.485380117,0.517119244,0.564102564,0.314814815,0.443396226,0.490322581,0.591370558,0.454545455,0.303797468,0.544,0.534545455,0.333333333,0.407407407
11,,Very important,312.2652967,158,154,110,91,111,18,29,42,45,66,60,301,11,28,40,118,121,10,30,265,290,4,5
11,,,0.352443902,0.374407583,0.331896552,0.375426621,0.330909091,0.351265823,0.391304348,0.268518519,0.295774648,0.354330709,0.397590361,0.350877193,0.355371901,0.282051282,0.518518519,0.377358491,0.380645161,0.307106599,0.303030303,0.379746835,0.353333333,0.351515152,0.222222222,0.185185185
11,,Somewhat important,76.40478029,37,40,13,22,41,3,5,14,13,15,20,73,4,4,15,27,28,3,14,58,68,2,5
11,,,0.086235644,0.087677725,0.086206897,0.044368601,0.08,0.129746835,0.065217391,0.046296296,0.098591549,0.102362205,0.090361446,0.116959064,0.086186541,0.102564103,0.074074074,0.141509434,0.087096774,0.07106599,0.090909091,0.17721519,0.077333333,0.082424242,0.111111111,0.185185185
11,,Not at all important,29.14794953,13,16,4,11,14,3,3,4,2,6,7,27,2,3,3,12,9,5,11,13,18,6,5
11,,,0.032898363,0.030805687,0.034482759,0.013651877,0.04,0.044303797,0.065217391,0.027777778,0.028169014,0.015748031,0.036144578,0.040935673,0.031877214,0.051282051,0.055555556,0.028301887,0.038709677,0.02284264,0.151515152,0.139240506,0.017333333,0.021818182,0.333333333,0.185185185
11,,Don't know,8.140313314,3,5,2,5,1,4,1,0,0,0,1,8,0,2,1,1,3,0,0,6,8,0,1
11,,,0.009187713,0.007109005,0.010775862,0.006825939,0.018181818,0.003164557,0.086956522,0.009259259,0,0,0,0.005847953,0.0094451,0,0.037037037,0.009433962,0.003225806,0.007614213,0,0,0.008,0.00969697,0,0.037037037
12,"In deciding how you will vote in the Republican primary, how imporant is crime and public safety?",Extremely important,428.9067706,190,239,147,139,142,18,63,78,61,67,83,412,16,23,39,138,219,10,30,372,413,7,8
12,,,0.484093421,0.450236967,0.515086207,0.503424658,0.505454545,0.447949527,0.391304348,0.577981651,0.545454545,0.480314961,0.403614458,0.485380117,0.486422668,0.432432432,0.418181818,0.371428571,0.44516129,0.553030303,0.303030303,0.384615385,0.495339547,0.501213592,0.368421053,0.285714286
12,,Very important,396.3150436,194,202,131,118,147,24,34,59,60,87,72,380,16,26,56,148,158,12,38,338,364,4,15
12,,,0.447308176,0.45971564,0.435344828,0.448630137,0.429090909,0.463722397,0.52173913,0.311926606,0.412587413,0.472440945,0.524096386,0.421052632,0.448642267,0.432432432,0.472727273,0.533333333,0.477419355,0.398989899,0.363636364,0.487179487,0.450066578,0.441747573,0.210526316,0.535714286
12,,Somewhat important,53.66790815,34,20,12,16,25,2,11,6,5,12,15,49,4,5,10,21,17,10,7,37,41,7,5
12,,,0.06057326,0.08056872,0.043103448,0.04109589,0.058181818,0.078864353,0.043478261,0.100917431,0.041958042,0.039370079,0.072289157,0.087719298,0.05785124,0.108108108,0.090909091,0.095238095,0.067741935,0.042929293,0.303030303,0.08974359,0.049267643,0.049757282,0.368421053,0.178571429
12,,Not at all important,6.475035938,4,2,2,2,2,2,1,0,1,0,1,5,1,1,0,3,2,1,3,3,6,1,0
12,,,0.007308167,0.009478673,0.004310345,0.006849315,0.007272727,0.006309148,0.043478261,0.009174312,0,0.007874016,0,0.005847953,0.005903188,0.027027027,0.018181818,0,0.009677419,0.005050505,0.03030303,0.038461538,0.003994674,0.007281553,0.052631579,0
12,,Don't know,0.635241712,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12,,,0.000716977,0,0.002155172,0,0,0.003154574,0,0,0,0,0,0,0.001180638,0,0,0,0,0,0,0,0.001331558,0,0,0
13,Would an endorsement by Donald Trump make you more or less likely to vote for a candidate running for office in Georgia? ,Much more likely,238.6172167,117,121,121,61,57,16,46,40,30,37,42,232,7,14,29,80,112,6,8,216,236,0,2
13,,,0.269319658,0.276595745,0.260775862,0.414383562,0.221818182,0.180379747,0.355555556,0.422018349,0.281690141,0.23255814,0.222891566,0.245614035,0.27390791,0.184210526,0.264150943,0.276190476,0.258899676,0.282828283,0.181818182,0.101265823,0.288,0.286755772,0,0.074074074
13,,Somewhat more likely ,159.4008209,69,91,42,57,60,8,9,27,28,29,33,150,9,13,24,56,62,4,7,147,155,1,2
13,,,0.179910633,0.163120567,0.19612069,0.143835616,0.207272727,0.189873418,0.177777778,0.082568807,0.190140845,0.217054264,0.174698795,0.192982456,0.177095632,0.236842105,0.245283019,0.228571429,0.181229773,0.156565657,0.121212121,0.088607595,0.196,0.188335358,0.055555556,0.074074074
13,,No difference ,322.4716561,158,165,84,113,124,14,35,59,49,64,51,310,13,18,37,118,142,6,30,279,306,0,9
13,,,0.363963494,0.373522459,0.355603448,0.287671233,0.410909091,0.392405063,0.311111111,0.321100917,0.415492958,0.379844961,0.385542169,0.298245614,0.365997639,0.342105263,0.339622642,0.352380952,0.381877023,0.358585859,0.181818182,0.379746835,0.372,0.37181045,0,0.333333333
13,,Somewhat less likely,47.42256925,26,22,13,7,27,5,3,5,8,12,12,46,1,0,5,18,24,2,8,35,42,0,3
13,,,0.053524345,0.061465721,0.047413793,0.044520548,0.025454545,0.085443038,0.111111111,0.027522936,0.035211268,0.062015504,0.072289157,0.070175439,0.054309327,0.026315789,0,0.047619048,0.058252427,0.060606061,0.060606061,0.101265823,0.046666667,0.051032807,0,0.111111111
13,,Much less likely,84.95173215,45,40,23,24,37,0,12,6,10,19,30,78,6,8,7,28,38,13,22,49,53,17,10
13,,,0.095882316,0.106382979,0.086206897,0.078767123,0.087272727,0.117088608,0,0.110091743,0.042253521,0.07751938,0.114457831,0.175438596,0.092089728,0.157894737,0.150943396,0.066666667,0.090614887,0.095959596,0.393939394,0.278481013,0.065333333,0.064398542,0.944444444,0.37037037
13,,Don't know,33.13600488,8,25,9,13,11,2,4,5,4,5,3,31,2,0,3,9,18,2,4,24,31,0,1
13,,,0.037399554,0.01891253,0.05387931,0.030821918,0.047272727,0.034810127,0.044444444,0.036697248,0.035211268,0.031007752,0.030120482,0.01754386,0.036599764,0.052631579,0,0.028571429,0.029126214,0.045454545,0.060606061,0.050632911,0.032,0.037667072,0,0.037037037
14,"Overall, how confident are you that this yearâ€™s elections will be conducted fairly and accurately?",Very confident,159.0917929,85,74,36,49,74,7,19,17,21,40,37,147,12,7,16,58,75,12,33,112,131,13,12
14,,,0.179561843,0.201421801,0.159482759,0.122866894,0.178832117,0.234177215,0.152173913,0.175925926,0.118881119,0.165354331,0.240963855,0.218934911,0.173553719,0.315789474,0.12962963,0.152380952,0.187702265,0.189393939,0.375,0.428571429,0.149134487,0.158980583,0.684210526,0.428571429
14,,Somewhat confident,370.6032905,171,199,130,114,125,15,47,76,54,62,66,359,12,29,31,124,177,5,24,333,353,6,8
14,,,0.418288138,0.40521327,0.42887931,0.443686007,0.416058394,0.39556962,0.326086957,0.435185185,0.531468531,0.42519685,0.373493976,0.390532544,0.423848878,0.315789474,0.537037037,0.295238095,0.401294498,0.446969697,0.15625,0.311688312,0.443408788,0.428398058,0.315789474,0.285714286
14,,Not so confident,229.2812078,101,128,83,69,78,13,28,38,31,44,38,221,8,11,32,84,97,11,11,202,219,0,5
14,,,0.258782402,0.239336493,0.275862069,0.283276451,0.251824818,0.246835443,0.282608696,0.259259259,0.265734266,0.244094488,0.265060241,0.224852071,0.260920897,0.210526316,0.203703704,0.304761905,0.27184466,0.244949495,0.34375,0.142857143,0.2689747,0.265776699,0,0.178571429
14,,Not at all confident ,111.517139,60,52,37,39,34,9,12,8,21,19,27,105,6,6,25,42,37,4,9,93,107,0,3
14,,,0.125865845,0.142180095,0.112068966,0.126279863,0.142335766,0.107594937,0.195652174,0.111111111,0.055944056,0.165354331,0.114457831,0.159763314,0.123966942,0.157894737,0.111111111,0.238095238,0.13592233,0.093434343,0.125,0.116883117,0.123834887,0.129854369,0,0.107142857
14,,Don't know,15.50656982,5,11,7,3,5,2,2,4,0,1,1,15,0,1,1,1,10,0,0,11,14,0,0
14,,,0.017501772,0.011848341,0.023706897,0.023890785,0.010948905,0.015822785,0.043478261,0.018518519,0.027972028,0,0.006024096,0.00591716,0.017709563,0,0.018518519,0.00952381,0.003236246,0.025252525,0,0,0.014647137,0.016990291,0,0
15,Which of the following comes closest to your thoughts on the 2024 Republican presidential nomination?,Trump should run for president,487.8859671,234,254,198,161,129,37,76,84,73,84,74,467,21,31,66,168,216,15,27,428,477,1,5
15,,,0.550661362,0.55450237,0.547413793,0.675767918,0.583333333,0.406940063,0.787234043,0.697247706,0.587412587,0.57480315,0.506024096,0.435294118,0.551357733,0.538461538,0.574074074,0.628571429,0.541935484,0.544080605,0.46875,0.346153846,0.570666667,0.578883495,0.055555556,0.178571429
15,,Trump should not run for president,312.9801736,154,159,74,85,154,10,26,48,42,68,83,299,14,18,31,117,141,16,44,247,266,17,20
15,,,0.35325076,0.36492891,0.342672414,0.252559727,0.307971014,0.485804416,0.212765957,0.23853211,0.335664336,0.330708661,0.409638554,0.488235294,0.353010626,0.358974359,0.333333333,0.295238095,0.377419355,0.355163728,0.5,0.564102564,0.329333333,0.322815534,0.944444444,0.714285714
15,,Don't know,85.13385928,34,51,21,30,34,0,7,11,12,14,13,81,4,5,8,25,40,1,7,75,81,0,3
15,,,0.096087877,0.08056872,0.109913793,0.071672355,0.108695652,0.107255521,0,0.064220183,0.076923077,0.094488189,0.084337349,0.076470588,0.095631641,0.102564103,0.092592593,0.076190476,0.080645161,0.100755668,0.03125,0.08974359,0.1,0.098300971,0,0.107142857
16,Do you have a favorable or unfavorable opinion of Brian Kemp?,Favorable ,627.1393909,315,312,207,190,229,25,80,100,101,112,119,602,25,31,77,210,294,24,59,530,590,8,18
16,,,0.70783227,0.746445498,0.672413793,0.70890411,0.688405797,0.722397476,0.543478261,0.733944954,0.704225352,0.795275591,0.674698795,0.704142012,0.710743802,0.641025641,0.574074074,0.726415094,0.677419355,0.742424242,0.727272727,0.756410256,0.707610147,0.716019417,0.444444444,0.642857143
16,,Unfavorable,184.8458384,83,102,60,61,64,14,20,29,19,41,43,177,8,21,24,75,63,7,15,155,168,8,7
16,,,0.208629614,0.196682464,0.219827586,0.205479452,0.221014493,0.201892744,0.304347826,0.183486239,0.204225352,0.149606299,0.246987952,0.25443787,0.208972845,0.205128205,0.388888889,0.226415094,0.241935484,0.159090909,0.212121212,0.192307692,0.20694259,0.203883495,0.444444444,0.25
16,,Don't know,74.01477071,24,50,25,25,24,7,9,13,7,13,7,68,6,2,5,25,39,2,4,64,66,2,3
16,,,0.083538116,0.056872038,0.107758621,0.085616438,0.09057971,0.075709779,0.152173913,0.082568807,0.091549296,0.05511811,0.078313253,0.041420118,0.080283353,0.153846154,0.037037037,0.047169811,0.080645161,0.098484848,0.060606061,0.051282051,0.085447263,0.080097087,0.111111111,0.107142857
17,Do you have a favorable or unfavorable opinion of David Perdue?,Favorable ,501.3316235,260,242,164,161,176,27,60,74,68,99,109,484,18,30,67,178,212,12,28,449,483,3,7
17,,,0.565837047,0.61465721,0.521551724,0.559726962,0.585454545,0.555205047,0.574468085,0.550458716,0.521126761,0.53125,0.592814371,0.641176471,0.571428571,0.461538462,0.545454545,0.632075472,0.574193548,0.535353535,0.363636364,0.358974359,0.598666667,0.586165049,0.157894737,0.259259259
17,,Unfavorable,267.7460628,120,148,87,81,100,17,33,43,36,54,48,257,11,13,26,96,130,20,41,197,233,14,17
17,,,0.302196459,0.283687943,0.318965517,0.296928328,0.294545455,0.315457413,0.361702128,0.302752294,0.302816901,0.28125,0.323353293,0.282352941,0.303423849,0.282051282,0.236363636,0.245283019,0.309677419,0.328282828,0.606060606,0.525641026,0.262666667,0.28276699,0.736842105,0.62962963
17,,Don't know,116.9223138,43,74,42,33,41,3,16,25,24,14,13,106,10,12,13,36,54,1,9,104,108,2,3
17,,,0.131966494,0.101654846,0.159482759,0.14334471,0.12,0.129337539,0.063829787,0.146788991,0.176056338,0.1875,0.083832335,0.076470588,0.12514758,0.256410256,0.218181818,0.122641509,0.116129032,0.136363636,0.03030303,0.115384615,0.138666667,0.131067961,0.105263158,0.111111111
18,Do you have a favorable or unfavorable opinion of Herschel Walker?,Favorable ,680.034576,352,328,214,217,248,29,85,100,105,131,136,655,26,36,91,241,298,16,45,606,658,0,15
18,,,0.767533382,0.8321513,0.706896552,0.730375427,0.789090909,0.782334385,0.617021277,0.779816514,0.699300699,0.826771654,0.789156627,0.8,0.77240566,0.666666667,0.654545455,0.858490566,0.777419355,0.75443038,0.484848485,0.569620253,0.808,0.798543689,0,0.535714286
18,,Unfavorable,85.23625605,33,53,28,25,32,4,4,16,8,20,20,81,4,8,5,31,39,9,22,49,59,11,9
18,,,0.096203449,0.078014184,0.114224138,0.09556314,0.090909091,0.100946372,0.085106383,0.036697248,0.111888112,0.062992126,0.120481928,0.117647059,0.095518868,0.102564103,0.145454545,0.047169811,0.1,0.098734177,0.272727273,0.278481013,0.065333333,0.071601942,0.611111111,0.321428571
18,,Don't know,120.7291679,38,83,51,33,37,14,20,27,14,15,14,112,9,11,10,38,58,8,12,95,107,7,4
18,,,0.136263169,0.089834515,0.17887931,0.174061433,0.12,0.116719243,0.29787234,0.183486239,0.188811189,0.11023622,0.090361446,0.082352941,0.132075472,0.230769231,0.2,0.094339623,0.122580645,0.146835443,0.242424242,0.151898734,0.126666667,0.129854369,0.388888889,0.142857143
19,Do you have a favorable or unfavorable opinion of Gary Black?,Favorable ,240.4334376,143,98,79,69,93,5,21,39,32,53,61,230,10,17,29,84,104,5,28,203,221,4,12
19,,,0.271369568,0.338862559,0.211206897,0.269624573,0.25,0.294303797,0.108695652,0.19266055,0.272727273,0.251968504,0.319277108,0.360946746,0.271546635,0.256410256,0.314814815,0.273584906,0.27184466,0.262626263,0.151515152,0.358974359,0.270666667,0.268203883,0.210526316,0.428571429
19,,Unfavorable,77.52364221,43,34,25,27,26,10,12,6,12,17,10,74,4,5,12,28,31,4,11,59,71,5,2
19,,,0.087498468,0.101895735,0.073275862,0.085324232,0.097826087,0.082278481,0.217391304,0.110091743,0.041958042,0.094488189,0.102409639,0.059171598,0.087367178,0.102564103,0.092592593,0.113207547,0.090614887,0.078282828,0.121212121,0.141025641,0.078666667,0.086165049,0.263157895,0.071428571
19,,Don't know,568.0429202,236,332,189,180,197,31,76,98,83,96,98,543,25,32,65,197,261,24,39,488,532,10,14
19,,,0.641131964,0.559241706,0.715517241,0.645051195,0.652173913,0.623417722,0.673913043,0.697247706,0.685314685,0.653543307,0.578313253,0.579881657,0.641086187,0.641025641,0.592592593,0.613207547,0.637540453,0.659090909,0.727272727,0.5,0.650666667,0.645631068,0.526315789,0.5
20,Do you have a favorable or unfavorable opinion of Latham Saddler?,Favorable ,90.59452301,56,35,27,23,41,4,12,16,12,15,25,86,4,5,11,37,35,3,12,75,86,1,2
20,,,0.102251155,0.132701422,0.075431034,0.092150171,0.083636364,0.129337539,0.086956522,0.110091743,0.112676056,0.09375,0.090361446,0.147058824,0.101534829,0.105263158,0.090909091,0.103773585,0.1197411,0.088383838,0.09375,0.151898734,0.100133511,0.104368932,0.055555556,0.074074074
20,,Unfavorable,74.91661167,42,33,26,28,21,5,8,13,11,15,12,71,4,10,6,25,32,3,16,53,67,4,4
20,,,0.084555995,0.099526066,0.07112069,0.088737201,0.101818182,0.066246057,0.108695652,0.073394495,0.091549296,0.0859375,0.090361446,0.070588235,0.083825266,0.105263158,0.181818182,0.056603774,0.080906149,0.080808081,0.09375,0.202531646,0.070761015,0.08131068,0.222222222,0.148148148
20,,Don't know,720.4888653,324,396,240,224,255,37,89,113,105,136,133,690,30,40,89,247,329,26,51,621,671,13,21
20,,,0.81319285,0.767772512,0.853448276,0.819112628,0.814545455,0.804416404,0.804347826,0.816513761,0.795774648,0.8203125,0.819277108,0.782352941,0.814639906,0.789473684,0.727272727,0.839622642,0.799352751,0.830808081,0.8125,0.64556962,0.829105474,0.814320388,0.722222222,0.777777778
21,Do you have a favorable or unfavorable opinion of Brad Raffensperger?,Favorable ,303.4580336,164,140,96,84,124,9,32,47,58,57,67,292,12,16,32,117,132,17,39,236,272,10,14
21,,,0.342503424,0.387706856,0.301724138,0.327645051,0.305454545,0.391167192,0.195652174,0.293577982,0.328671329,0.456692913,0.343373494,0.394117647,0.344339623,0.307692308,0.296296296,0.304761905,0.378640777,0.333333333,0.53125,0.5,0.315086782,0.330097087,0.526315789,0.518518519
21,,Unfavorable,315.5726608,153,163,97,106,112,14,37,59,47,62,64,303,13,13,33,107,155,6,15,287,303,2,8
21,,,0.356176818,0.361702128,0.351293103,0.33105802,0.385454545,0.353312303,0.304347826,0.339449541,0.412587413,0.37007874,0.373493976,0.376470588,0.357311321,0.333333333,0.240740741,0.314285714,0.346278317,0.391414141,0.1875,0.192307692,0.38317757,0.367718447,0.105263158,0.296296296
21,,Don't know,266.9693056,106,161,100,85,81,23,40,37,22,47,39,253,14,25,40,85,109,9,24,226,249,7,5
21,,,0.301319758,0.250591017,0.346982759,0.341296928,0.309090909,0.255520505,0.5,0.366972477,0.258741259,0.173228346,0.28313253,0.229411765,0.298349057,0.358974359,0.462962963,0.380952381,0.275080906,0.275252525,0.28125,0.307692308,0.301735648,0.302184466,0.368421053,0.185185185
22,Do you have a favorable or unfavorable opinion of Jody Hice?,Favorable ,329.2814051,181,148,107,104,118,18,36,54,50,64,74,319,10,12,34,107,171,4,22,295,316,2,8
22,,,0.371649441,0.428909953,0.319654428,0.365187713,0.379562044,0.372239748,0.391304348,0.333333333,0.38028169,0.393700787,0.385542169,0.435294118,0.376623377,0.256410256,0.222222222,0.323809524,0.34516129,0.431818182,0.121212121,0.278481013,0.393858478,0.383495146,0.111111111,0.285714286
22,,Unfavorable,78.95352293,42,37,24,22,33,6,8,18,10,14,14,73,6,11,10,28,28,10,16,52,66,6,7
22,,,0.089112328,0.099526066,0.079913607,0.081911263,0.080291971,0.104100946,0.130434783,0.074074074,0.126760563,0.078740157,0.084337349,0.082352941,0.086186541,0.153846154,0.203703704,0.095238095,0.090322581,0.070707071,0.303030303,0.202531646,0.069425901,0.080097087,0.333333333,0.25
22,,Don't know,477.765072,199,278,162,148,166,22,64,70,67,88,82,455,23,31,61,175,197,19,41,402,442,10,13
22,,,0.53923823,0.471563981,0.600431965,0.552901024,0.540145985,0.523659306,0.47826087,0.592592593,0.492957746,0.527559055,0.530120482,0.482352941,0.537190083,0.58974359,0.574074074,0.580952381,0.564516129,0.497474747,0.575757576,0.518987342,0.536715621,0.536407767,0.555555556,0.464285714
23,Do you have a favorable or unfavorable opinion of Donald Trump?,Favorable ,685.8783096,329,357,245,224,215,41,85,122,100,125,117,659,27,47,84,243,298,18,44,605,671,1,7
23,,,0.774129018,0.779620853,0.767741935,0.839041096,0.814545455,0.678233438,0.891304348,0.779816514,0.85915493,0.787401575,0.753012048,0.684210526,0.778040142,0.710526316,0.854545455,0.8,0.786407767,0.752525253,0.545454545,0.564102564,0.806666667,0.814320388,0.055555556,0.259259259
23,,Unfavorable,129.6938864,64,66,31,33,65,2,14,14,21,25,41,123,6,4,11,46,66,14,27,85,91,17,14
23,,,0.146381362,0.151658768,0.141935484,0.106164384,0.12,0.205047319,0.043478261,0.128440367,0.098591549,0.165354331,0.15060241,0.239766082,0.145218418,0.157894737,0.072727273,0.104761905,0.148867314,0.166666667,0.424242424,0.346153846,0.113333333,0.110436893,0.944444444,0.518518519
23,,Don't know,70.42780398,29,42,16,18,37,3,10,6,6,16,13,65,5,4,10,20,32,1,7,60,62,0,6
23,,,0.079489621,0.068720379,0.090322581,0.054794521,0.065454545,0.116719243,0.065217391,0.091743119,0.042253521,0.047244094,0.096385542,0.076023392,0.07674144,0.131578947,0.072727273,0.095238095,0.064724919,0.080808081,0.03030303,0.08974359,0.08,0.075242718,0,0.222222222